,GBOV_ID,Site,GROUND_DATA_PI,GROUND_DATA_PIs_Email,GBOV_Email,Network,Elevation,IGBP_class,Lat_IS,Lon_IS,TIME_IS,Version,up_flag,down_flag,LAI_Miller_up,LAI_Warren_up,LAIe_Miller_up,LAIe_Warren_up,LAI_Miller_down,LAI_Warren_down,LAIe_Miller_down,LAIe_Warren_down,LAI_Miller_up_err,LAI_Warren_up_err,LAIe_Miller_up_err,LAIe_Warren_up_err,clumping_Miller_up,clumping_Warren_up,LAI_Miller_down_err,LAI_Warren_down_err,LAIe_Miller_down_err,LAIe_Warren_down_err,clumping_Miller_down,clumping_Warren_down,clumping_Miller_up_err,clumping_Warren_up_err,clumping_Miller_down_err,clumping_Warren_down_err
584,GBOV_RM7_393,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20180821T200100Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
585,GBOV_RM7_393,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20180906T000000Z,2.0,0.0,0.0,4.43,3.65,3.27,2.54,0.512,0.393,0.494,0.375,0.13,0.15,0.09,0.11,0.738,0.7,0.019,0.034,0.017,0.025,0.96,0.96,0.03,0.04,0.05,0.1
586,GBOV_RM7_393,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20180906T192100Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
587,GBOV_RM7_393,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20180918T000000Z,2.0,0.0,0.0,4.47,3.62,3.33,2.58,0.396,0.32,0.387,0.31,0.13,0.15,0.09,0.11,0.745,0.71,0.012,0.019,0.011,0.017,0.98,0.97,0.029,0.04,0.04,0.08
588,GBOV_RM7_393,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20180918T190400Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
589,GBOV_RM7_393,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20181002T000000Z,2.0,0.0,0.0,4.22,3.44,3.04,2.32,0.455,0.348,0.441,0.338,0.12,0.18,0.08,0.1,0.719,0.67,0.017,0.024,0.015,0.023,0.97,0.97,0.029,0.05,0.05,0.09
590,GBOV_RM7_393,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20181002T074500Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
591,GBOV_RM7_393,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20181023T000000Z,2.0,0.0,0.0,1.94,1.97,1.45,1.45,0.062,0.073,0.059,0.066,0.07,0.12,0.05,0.07,0.75,0.73,0.005,0.017,0.004,0.012,0.95,0.9,0.04,0.06,0.1,0.26
592,GBOV_RM7_393,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20181023T115600Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
593,GBOV_RM7_393,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20181031T000000Z,2.0,0.0,0.0,1.81,1.82,1.38,1.26,0.082,0.071,0.076,0.067,0.07,0.12,0.04,0.06,0.76,0.69,0.008,0.012,0.007,0.01,0.92,0.95,0.04,0.06,0.12,0.21
594,GBOV_RM7_393,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20181031T075400Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
595,GBOV_RM7_393,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20181113T000000Z,2.0,0.0,0.0,1.77,1.99,1.38,1.4,0.116,0.135,0.109,0.125,0.06,0.1,0.04,0.06,0.78,0.71,0.008,0.019,0.006,0.014,0.94,0.93,0.04,0.05,0.09,0.17
596,GBOV_RM7_393,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20181113T164500Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
597,GBOV_RM7_393,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20181210T144600Z,2.0,0.0,0.0,1.41,1.7,1.121,1.23,0.037,0.04,0.035,0.038,0.05,0.11,0.034,0.06,0.8,0.72,0.004,0.008,0.0033,0.007,0.95,0.95,0.04,0.06,0.13,0.25
598,GBOV_RM7_393,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20190110T081900Z,2.0,0.0,0.0,1.22,1.44,0.922,1.0,0.137,0.118,0.136,0.116,0.05,0.14,0.029,0.05,0.76,0.69,0.005,0.01,0.005,0.009,0.99,0.98,0.04,0.08,0.05,0.12
599,GBOV_RM7_393,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20190205T184900Z,2.0,0.0,0.0,1.22,1.24,0.926,0.9,0.128,0.143,0.127,0.141,0.05,0.1,0.029,0.05,0.76,0.72,0.004,0.008,0.004,0.008,0.99,0.99,0.04,0.07,0.05,0.08
600,GBOV_RM7_393,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20190307T075700Z,2.0,0.0,0.0,1.2,1.22,0.93,0.86,0.072,0.068,0.067,0.062,0.06,0.1,0.04,0.05,0.78,0.71,0.008,0.015,0.006,0.012,0.93,0.92,0.05,0.07,0.13,0.26
601,GBOV_RM7_393,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20190318T193000Z,2.0,0.0,0.0,1.26,1.45,0.965,1.05,0.091,0.114,0.086,0.103,0.05,0.11,0.034,0.06,0.77,0.73,0.008,0.02,0.007,0.016,0.94,0.91,0.04,0.07,0.12,0.22
602,GBOV_RM7_393,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20190401T181200Z,2.0,0.0,0.0,2.46,2.44,1.88,1.75,0.3,0.209,0.217,0.186,0.08,0.15,0.05,0.07,0.764,0.72,0.06,0.029,0.025,0.021,0.72,0.89,0.033,0.05,0.16,0.16
603,GBOV_RM7_393,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20190416T070600Z,2.0,0.0,0.0,3.55,2.89,2.52,1.96,0.475,0.348,0.463,0.338,0.11,0.15,0.08,0.09,0.709,0.68,0.014,0.018,0.013,0.017,0.97,0.97,0.032,0.05,0.04,0.07
604,GBOV_RM7_393,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20190429T200200Z,2.0,0.0,0.0,3.86,3.06,2.75,2.17,0.34,0.3,0.314,0.276,0.12,0.16,0.08,0.09,0.714,0.71,0.016,0.027,0.014,0.022,0.92,0.92,0.03,0.05,0.06,0.11
605,GBOV_RM7_393,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20190515T072300Z,2.0,0.0,0.0,3.97,3.07,2.84,2.16,0.47,0.4,0.431,0.36,0.11,0.15,0.08,0.1,0.716,0.7,0.022,0.04,0.019,0.03,0.92,0.9,0.029,0.05,0.06,0.12
606,GBOV_RM7_393,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20190529T065100Z,2.0,0.0,0.0,4.0,3.23,2.86,2.34,0.525,0.415,0.502,0.398,0.12,0.15,0.08,0.1,0.716,0.72,0.017,0.026,0.015,0.023,0.96,0.96,0.03,0.05,0.04,0.08
607,GBOV_RM7_393,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20190612T112400Z,2.0,0.0,0.0,3.92,3.38,2.87,2.46,0.23,0.212,0.212,0.189,0.11,0.15,0.08,0.12,0.731,0.73,0.013,0.03,0.011,0.022,0.92,0.89,0.03,0.05,0.07,0.16
608,GBOV_RM7_393,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20190625T064600Z,2.0,0.0,0.0,3.53,2.72,2.5,1.9,0.384,0.26,0.321,0.234,0.11,0.11,0.08,0.08,0.71,0.7,0.033,0.04,0.019,0.029,0.84,0.9,0.031,0.04,0.09,0.17
609,GBOV_RM7_393,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20190710T063500Z,2.0,0.0,16.0,3.64,2.89,2.56,2.02,0.434,0.308,0.42,0.3,0.11,0.14,0.08,0.11,0.705,0.7,0.016,0.022,0.015,0.021,0.97,0.97,0.031,0.05,0.05,0.1
610,GBOV_RM7_393,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20190724T072000Z,2.0,0.0,0.0,3.62,3.28,2.62,2.31,0.46,0.354,0.424,0.322,0.11,0.15,0.08,0.1,0.723,0.7,0.02,0.03,0.017,0.025,0.92,0.91,0.031,0.05,0.06,0.1
611,GBOV_RM7_393,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20190806T195300Z,2.0,0.0,0.0,4.26,3.9,2.98,2.62,0.251,0.249,0.233,0.223,0.13,0.21,0.09,0.14,0.699,0.67,0.013,0.025,0.011,0.019,0.93,0.9,0.029,0.05,0.06,0.12
612,GBOV_RM7_393,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20190821T072100Z,2.0,0.0,0.0,3.73,2.98,2.7,2.16,0.332,0.267,0.308,0.252,0.11,0.14,0.08,0.09,0.723,0.72,0.017,0.024,0.015,0.021,0.93,0.94,0.03,0.04,0.06,0.12
613,GBOV_RM7_393,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20190918T073700Z,2.0,0.0,0.0,3.5,2.91,2.49,2.06,0.151,0.135,0.142,0.127,0.1,0.15,0.07,0.09,0.71,0.71,0.01,0.015,0.008,0.013,0.94,0.94,0.029,0.05,0.08,0.14
614,GBOV_RM7_393,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20191015T122200Z,2.0,0.0,0.0,3.14,2.99,2.3,2.08,0.134,0.109,0.123,0.103,0.1,0.14,0.07,0.08,0.733,0.69,0.011,0.016,0.008,0.014,0.92,0.94,0.033,0.04,0.1,0.18
615,GBOV_RM7_393,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20191111T180700Z,2.0,0.0,0.0,2.88,2.6,2.07,1.8,0.122,0.141,0.118,0.135,0.1,0.16,0.07,0.08,0.717,0.69,0.007,0.015,0.006,0.013,0.97,0.96,0.034,0.05,0.07,0.14
616,GBOV_RM7_393,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20200108T085900Z,2.0,0.0,0.0,1.65,1.63,1.25,1.15,0.131,0.154,0.128,0.144,0.06,0.11,0.04,0.06,0.76,0.71,0.006,0.018,0.006,0.012,0.98,0.93,0.035,0.06,0.07,0.14
617,GBOV_RM7_393,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20200205T084700Z,2.0,0.0,0.0,1.41,1.82,1.016,1.21,0.057,0.073,0.056,0.071,0.05,0.13,0.034,0.07,0.72,0.66,0.004,0.008,0.004,0.007,0.97,0.97,0.04,0.06,0.09,0.15
618,GBOV_RM7_393,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20200304T163200Z,2.0,0.0,0.0,1.44,1.7,1.064,1.16,0.0393,0.048,0.0384,0.046,0.06,0.13,0.033,0.06,0.74,0.68,0.0031,0.007,0.0029,0.006,0.98,0.97,0.04,0.06,0.11,0.19
619,GBOV_RM7_393,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20200609T092600Z,2.0,0.0,0.0,4.74,4.34,3.25,3.02,0.41,0.32,0.352,0.282,0.13,0.17,0.1,0.15,0.687,0.7,0.032,0.04,0.024,0.03,0.86,0.88,0.028,0.04,0.09,0.14
620,GBOV_RM7_393,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20200622T194500Z,2.0,0.0,0.0,4.8,4.23,3.28,2.81,0.38,0.32,0.326,0.28,0.14,0.2,0.1,0.14,0.683,0.66,0.04,0.05,0.027,0.04,0.85,0.87,0.029,0.05,0.11,0.19
621,GBOV_RM7_393,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20201214T182400Z,2.0,0.0,0.0,2.51,2.39,1.67,1.53,0.205,0.179,0.2,0.175,0.1,0.13,0.06,0.08,0.665,0.64,0.008,0.012,0.008,0.01,0.98,0.98,0.034,0.05,0.06,0.09
622,GBOV_RM7_393,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20210111T181800Z,2.0,0.0,0.0,2.2,2.34,1.48,1.52,0.126,0.121,0.121,0.116,0.08,0.14,0.05,0.07,0.672,0.65,0.009,0.018,0.009,0.017,0.96,0.96,0.035,0.05,0.1,0.2
623,GBOV_RM7_393,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20210329T191500Z,2.0,0.0,0.0,2.57,2.47,1.86,1.71,0.316,0.273,0.282,0.254,0.09,0.13,0.06,0.08,0.721,0.69,0.021,0.028,0.017,0.023,0.89,0.93,0.035,0.05,0.08,0.13
624,GBOV_RM7_393,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20210414T074500Z,2.0,0.0,0.0,4.85,3.99,3.29,2.85,0.616,0.59,0.544,0.52,0.15,0.16,0.11,0.14,0.679,0.71,0.033,0.06,0.026,0.05,0.88,0.87,0.03,0.05,0.06,0.12
625,GBOV_RM7_393,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20210428T195100Z,2.0,0.0,-999.0,5.09,3.85,3.43,2.64,-999.0,-999.0,-999.0,-999.0,0.15,0.16,0.11,0.13,0.675,0.69,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.03,0.04,-999.0,-999.0
626,GBOV_RM7_393,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20210513T020700Z,2.0,0.0,0.0,5.19,4.75,3.49,3.27,0.516,0.48,0.451,0.39,0.16,0.19,0.12,0.18,0.672,0.69,0.033,0.07,0.026,0.04,0.87,0.82,0.03,0.05,0.08,0.14
627,GBOV_RM7_393,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20210524T195800Z,2.0,0.0,0.0,5.35,4.34,3.57,3.04,0.61,0.52,0.523,0.45,0.17,0.21,0.12,0.17,0.668,0.7,0.04,0.07,0.03,0.05,0.86,0.85,0.03,0.05,0.08,0.14
628,GBOV_RM7_393,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20210608T065900Z,2.0,0.0,0.0,5.34,4.52,3.63,3.02,0.617,0.461,0.578,0.441,0.16,0.2,0.12,0.17,0.68,0.67,0.026,0.029,0.022,0.026,0.94,0.96,0.03,0.05,0.05,0.08
629,GBOV_RM7_393,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20210622T045100Z,2.0,0.0,0.0,5.41,4.46,3.6,3.13,0.353,0.31,0.313,0.279,0.16,0.2,0.11,0.17,0.665,0.7,0.026,0.05,0.02,0.032,0.89,0.89,0.028,0.05,0.09,0.16
630,GBOV_RM7_393,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20210706T193800Z,2.0,0.0,0.0,5.4,4.66,3.72,3.23,0.435,0.41,0.383,0.36,0.16,0.21,0.12,0.2,0.689,0.69,0.025,0.05,0.02,0.04,0.88,0.87,0.03,0.05,0.07,0.14
631,GBOV_RM7_393,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20210720T071800Z,2.0,0.0,0.0,5.29,4.15,3.58,2.99,0.483,0.43,0.436,0.39,0.15,0.15,0.11,0.14,0.677,0.72,0.025,0.05,0.021,0.04,0.9,0.89,0.029,0.04,0.06,0.14
632,GBOV_RM7_393,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20210803T165600Z,2.0,0.0,0.0,4.94,4.23,3.39,2.97,0.353,0.305,0.318,0.272,0.15,0.2,0.11,0.18,0.687,0.7,0.023,0.032,0.02,0.026,0.9,0.89,0.031,0.05,0.08,0.13
633,GBOV_RM7_393,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20211027T183900Z,2.0,0.0,0.0,4.56,3.52,3.0,2.41,0.415,0.339,0.387,0.323,0.15,0.18,0.1,0.13,0.658,0.68,0.02,0.023,0.017,0.021,0.93,0.95,0.032,0.05,0.06,0.09
634,GBOV_RM7_393,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20211110T084200Z,2.0,0.0,0.0,4.36,3.6,2.93,2.58,0.171,0.153,0.16,0.144,0.14,0.15,0.1,0.13,0.673,0.72,0.01,0.017,0.009,0.015,0.94,0.94,0.031,0.05,0.08,0.14
635,GBOV_RM7_393,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20211206T150800Z,2.0,0.0,0.0,2.64,2.79,1.78,1.82,0.048,0.06,0.045,0.057,0.09,0.13,0.06,0.1,0.673,0.65,0.005,0.011,0.005,0.01,0.95,0.95,0.032,0.05,0.14,0.25
636,GBOV_RM7_393,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20220105T153100Z,2.0,0.0,8.0,2.015843753021719,1.8763102028604373,1.4478837964776188,1.3139971322096526,0.064120589488768,0.0856779812266463,0.062744579951544,0.0836326006054595,0.0668665566237857,0.0970326029318297,0.0418552861389033,0.0634105432040929,0.7182519946336431,0.7003091121108133,0.0040957315809415,0.0093334373811233,0.0037200949501679,0.008474381501527,0.9785402856056858,0.9761271146693328,0.0316026745493743,0.0495352182725398,0.0852808857072023,0.1452253026228612
637,GBOV_RM7_393,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20220328T181000Z,2.0,0.0,0.0,2.4120372572558813,2.153232794219388,1.7431547963444445,1.5084128619656914,0.1640480169227458,0.1864411339475733,0.1565420970136014,0.1775057644690321,0.0780430366737849,0.1241743813339997,0.0480566119696585,0.0584786811392723,0.7226898303915882,0.7005340370141151,0.0100484711575237,0.0241987487776529,0.0088459248316559,0.0203801466543018,0.9542455919312997,0.9520740445557804,0.0307200526187499,0.0486791884770531,0.0795244723762317,0.1649822896306079
638,GBOV_RM7_393,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20220412T073600Z,2.0,0.0,0.0,4.823957586489174,3.68712274233312,3.282052183385825,2.579436277688288,0.4859176199650065,0.4155779645831638,0.4581993699919973,0.3957603650233444,0.1190732926137445,0.1555928274997504,0.0879659449170711,0.1209256380415401,0.6803650580548467,0.6995797151184842,0.0201836442295714,0.029693969816507,0.0184435093259743,0.0252134073728618,0.9429568946789676,0.9523131608296485,0.0247903241152605,0.0441265085986328,0.054541496047592,0.0911649150578224
639,GBOV_RM7_393,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20220524T072800Z,2.0,0.0,0.0,5.561639827686012,4.843843416003853,3.779658095160992,3.260214727858956,0.4514957041020818,0.3489723436815183,0.421711405434737,0.326103180538574,0.1279938738230864,0.1852640056237171,0.0999055049049097,0.1873465455241937,0.6795941866543999,0.6730636083502091,0.0183139254645169,0.03368325564451,0.0163530050399299,0.0287235970078724,0.9340319334232012,0.9344671187931862,0.023817840500424,0.0464610091716905,0.0524145165307473,0.122106910496317
640,GBOV_RM7_393,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20220607T184900Z,2.0,2.0,0.0,5.371211806204222,4.540137710208323,3.738709141978612,3.2065799315299803,0.4274423121840888,0.3561212736338351,0.3845377151035493,0.3201387721793314,0.1422732124466141,0.2176144140583925,0.1012825940976698,0.1409812394223195,0.6960643662683482,0.7062737159536174,0.0259695684710926,0.0446980758975621,0.0223556650148934,0.0393257440204881,0.8996248245492795,0.8989599776296964,0.0263724970635513,0.0459372991013622,0.0756493408865634,0.1578775911245223
641,GBOV_RM7_393,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20220622T070300Z,2.0,0.0,0.0,5.451082729489901,4.02987290568327,3.7231180491180687,2.9826982396456856,0.5547238583410913,0.4325319523497846,0.5237054487052716,0.4113221634571506,0.1235866523035618,0.1428338929819357,0.0915927545891336,0.1359518959629255,0.6830052365516875,0.7401469747195328,0.0202953169418511,0.0280428038328082,0.0186464160585023,0.0263899691620185,0.944083152059512,0.9509636484023684,0.0228498751729215,0.0427354793908281,0.0481969070821885,0.0867402794929194
642,GBOV_RM7_393,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20220706T071200Z,2.0,0.0,0.0,5.400079618050993,4.07609681584119,3.704881341939532,2.9399468068220296,0.5817137427455109,0.4614509808409262,0.5431342782006614,0.4297378741137428,0.1191073206809846,0.1491125101853457,0.0902730641707558,0.1377243651803931,0.686079021789813,0.7212652053298466,0.0216164263315327,0.0378700062940953,0.0194717409004677,0.0334839440813258,0.933679640500212,0.9312752425633792,0.0225488819431858,0.042870049256508,0.0482101635188993,0.1053869147169196
643,GBOV_RM7_393,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20220720T071300Z,2.0,0.0,0.0,5.379911051298301,4.006196764933439,3.74683982634068,2.9825590481023143,0.6159031856622241,0.4481109975438612,0.5835342169503934,0.4288559529436545,0.1156144834984287,0.1540170877882478,0.0965691118758208,0.1443039065275317,0.6964501439919678,0.7444864102055327,0.0209079201891147,0.0280510256975224,0.0196107825208435,0.0267350812313509,0.9474447129591848,0.957030635923364,0.0233710039649496,0.0460070327604673,0.0452577913693023,0.0845491592395847
644,GBOV_RM7_393,Jones Ecological Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,44,Evergreen Needleleaf,31.1948394775391,-84.468777,20220804T062200Z,2.0,0.0,8.0,5.211656309766667,3.954277523525632,3.642818746295509,2.878025495188165,0.3836874386788496,0.3310590397622636,0.3593768195097346,0.3115117118289949,0.1160922919641795,0.1596981780170956,0.0928390104261332,0.1491003888853356,0.6989752450615078,0.7278258741490959,0.0179371551562579,0.0340743300291811,0.0161019760497337,0.0290592890152539,0.936639522907438,0.9409551603022054,0.0236591330939286,0.0478096615897613,0.0606507049223157,0.1307069261981769
